benchmark,suite,model,cell,method,preset,scope,seed,checkpoint,episodes,successes,success_rate,ci_low,ci_high,mean_subtasks,mean_progress
vlabench,track_2_cross_category,xvla,rtn-W4A4-e2e,rtn,W4A4,e2e,0,2toINF/X-VLA-VLABench,100,0,0.0,0.0,3.7,,0.0
vlabench,track_2_cross_category,xvla,rtn-W4A8-e2e,rtn,W4A8,e2e,0,2toINF/X-VLA-VLABench,190,11,5.79,3.26,10.07,,18.69
vlabench,track_2_cross_category,xvla,rtn-W8-e2e,rtn,W8,e2e,0,2toINF/X-VLA-VLABench,460,23,5.0,3.35,7.39,,18.41
vlabench,track_2_cross_category,xvla,rtn-W8A8-e2e,rtn,W8A8,e2e,0,2toINF/X-VLA-VLABench,190,9,4.74,2.51,8.76,,17.13
vlabench,track_3_common_sense,xvla,rtn-BASELINE-e2e,rtn,BASELINE,e2e,0,2toINF/X-VLA-VLABench,189,23,12.17,8.25,17.6,,45.5
vlabench,track_3_common_sense,xvla,rtn-W3-e2e,rtn,W3,e2e,0,2toINF/X-VLA-VLABench,180,14,7.78,4.69,12.63,,31.85
vlabench,track_3_common_sense,xvla,rtn-W4-e2e,rtn,W4,e2e,0,2toINF/X-VLA-VLABench,438,34,7.76,5.61,10.65,,31.85
vlabench,track_3_common_sense,xvla,rtn-W4A4-e2e,rtn,W4A4,e2e,0,2toINF/X-VLA-VLABench,90,0,0.0,0.0,4.09,,0.0
vlabench,track_3_common_sense,xvla,rtn-W4A8-e2e,rtn,W4A8,e2e,0,2toINF/X-VLA-VLABench,180,19,10.56,6.86,15.9,,32.87
vlabench,track_3_common_sense,xvla,rtn-W8-e2e,rtn,W8,e2e,0,2toINF/X-VLA-VLABench,189,18,9.52,6.11,14.55,,42.86
vlabench,track_3_common_sense,xvla,rtn-W8A8-e2e,rtn,W8A8,e2e,0,2toINF/X-VLA-VLABench,180,18,10.0,6.42,15.25,,33.52
vlabench,track_4_semantic_instruction,xvla,rtn-BASELINE-e2e,rtn,BASELINE,e2e,0,2toINF/X-VLA-VLABench,189,17,8.99,5.69,13.93,,41.53
vlabench,track_4_semantic_instruction,xvla,rtn-W3-e2e,rtn,W3,e2e,0,2toINF/X-VLA-VLABench,180,19,10.56,6.86,15.9,,38.24
vlabench,track_4_semantic_instruction,xvla,rtn-W4-e2e,rtn,W4,e2e,0,2toINF/X-VLA-VLABench,189,15,7.94,4.87,12.68,,43.12
vlabench,track_4_semantic_instruction,xvla,rtn-W4A4-e2e,rtn,W4A4,e2e,0,2toINF/X-VLA-VLABench,90,0,0.0,0.0,4.09,,0.0
vlabench,track_4_semantic_instruction,xvla,rtn-W4A8-e2e,rtn,W4A8,e2e,0,2toINF/X-VLA-VLABench,180,26,14.44,10.05,20.32,,42.41
vlabench,track_4_semantic_instruction,xvla,rtn-W8-e2e,rtn,W8,e2e,0,2toINF/X-VLA-VLABench,189,17,8.99,5.69,13.93,,43.92
vlabench,track_4_semantic_instruction,xvla,rtn-W8A8-e2e,rtn,W8A8,e2e,0,2toINF/X-VLA-VLABench,180,24,13.33,9.13,19.07,,42.69
vlabench,track_6_unseen_texture,xvla,rtn-BASELINE-e2e,rtn,BASELINE,e2e,0,2toINF/X-VLA-VLABench,189,16,8.47,5.28,13.31,,38.36
vlabench,track_6_unseen_texture,xvla,rtn-W3-e2e,rtn,W3,e2e,0,2toINF/X-VLA-VLABench,180,19,10.56,6.86,15.9,,33.61
vlabench,track_6_unseen_texture,xvla,rtn-W4-e2e,rtn,W4,e2e,0,2toINF/X-VLA-VLABench,189,10,5.29,2.9,9.46,,35.98
vlabench,track_6_unseen_texture,xvla,rtn-W4A4-e2e,rtn,W4A4,e2e,0,2toINF/X-VLA-VLABench,90,0,0.0,0.0,4.09,,0.0
vlabench,track_6_unseen_texture,xvla,rtn-W4A8-e2e,rtn,W4A8,e2e,0,2toINF/X-VLA-VLABench,180,11,6.11,3.45,10.61,,30.19
vlabench,track_6_unseen_texture,xvla,rtn-W8-e2e,rtn,W8,e2e,0,2toINF/X-VLA-VLABench,189,14,7.41,4.46,12.05,,37.3
vlabench,track_6_unseen_texture,xvla,rtn-W8A8-e2e,rtn,W8A8,e2e,0,2toINF/X-VLA-VLABench,180,19,10.56,6.86,15.9,,34.44
